SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
1035	537	537
2038	1420	1420
3042	2047	2048
4045	2124	2124
5055	2160	2160
6064	2177	2177
7067	2320	2320
8070	2297	2297
9075	2402	2402
10082	2396	2396
11085	2380	2380
12089	2473	2473
13096	2324	2324
14103	2524	2524
15106	2531	2531
16110	2456	2456
17113	2428	2428
18115	2557	2557
19121	2567	2567
20124	2695	2695
21132	2581	2581
22134	2581	2581
23139	2524	2524
24179	2570	2570
25181	2536	2536
26187	2527	2527
27190	2499	2499
28195	2709	2709
29199	2636	2636
30203	2516	2516
31207	2619	2619
32210	2563	2563
33214	2730	2730
34217	2548	2548
35223	2577	2577
36233	2764	2764
37242	2715	2715
38243	2704	2704
39250	2668	2668
40251	2462	2462
41254	2540	2540
42256	2632	2632
43262	2635	2635
44263	2451	2451
45267	2413	2413
46274	2444	2444
47275	2574	2574
48284	2665	2665
49287	2698	2698
50288	2734	2734
51293	2798	2798
52325	2799	2799
53325	2649	2649
54329	2512	2512
55338	2521	2521
56344	2635	2635
57346	2740	2740
58354	2725	2725
59356	2766	2766
60365	2846	2846
61367	2839	2839
62387	2694	2694
63388	2761	2761
64389	2621	2621
65394	2717	2717
66401	2773	2773
67402	2755	2755
68428	2666	2666
69438	2705	2705
70440	2688	2688
71441	2655	2655
72446	2841	2841
73449	2792	2792
74453	2878	2878
75462	2801	2801
76464	2790	2790
77466	2695	2695
78471	2629	2629
79478	2820	2820
80479	2731	2731
81484	2739	2739
82489	2616	2616
83496	2705	2705
84499	2752	2752
85502	2779	2779
86507	2795	2795
87511	2837	2837
88519	2782	2782
89522	2865	2865
90524	2764	2764
91528	2641	2641
92534	2793	2793
93537	2749	2749
94543	2726	2726
95547	2716	2716
96551	2845	2845
97562	2691	2691
98567	2714	2714
99576	2622	2622
100580	2799	2799
101599	2808	2808
102600	2738	2738
103607	2606	2606
104608	2535	2535
105615	2715	2715
106647	2655	2655
107651	2743	2743
108651	2581	2581
109656	2657	2657
110661	2624	2624
111666	2598	2598
112671	2588	2588
113674	2723	2723
114676	2668	2668
115677	2763	2763
116687	2699	2699
117687	2751	2751
118693	2785	2785
119698	2677	2677
120700	2646	2646
121708	2539	2539
122708	2708	2708
123715	2649	2649
124716	2661	2661
125717	2825	2825
126719	2796	2796
127722	2727	2727
128734	2716	2716
