SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
938520	7	7
939599	8	8
940831	7	7
941895	54	54
942903	232	232
943969	182	182
944972	347	347
945973	322	322
946982	503	503
947997	754	754
949025	827	827
950053	1307	1307
951103	1348	1348
952108	874	874
953149	1042	1042
954181	972	972
955184	1184	1184
956241	1408	1408
957250	1568	1568
958254	972	972
959276	2067	2067
960306	1747	1747
961310	1981	1981
962321	1639	1639
963321	1892	1892
964326	2878	2878
965328	2951	2951
966359	2001	2001
967368	2670	2670
968428	1850	1850
969442	3266	3266
970479	2657	2657
971489	2743	2743
972510	3114	3114
973523	3599	3599
974535	4056	4056
975540	2761	2761
976547	4484	4484
977568	3894	3894
978578	2435	2435
979578	4095	4095
980594	3008	3008
981601	3193	3193
982621	2058	2058
983660	2640	2640
984672	4104	4104
985683	5375	5375
986728	9803	9803
987760	6024	6024
988770	5346	5346
989802	5005	5005
990806	12100	12100
991830	6864	6864
992889	12813	12813
994005	12422	12422
995006	18926	18926
996019	11802	11802
997022	8361	8361
998049	8295	8295
999070	11331	11331
1000159	18438	18438
1001227	15676	15676
1002278	11009	11009
1003315	18823	18823
1004322	21409	21409
1005393	19040	19040
1006543	26432	26432
1007548	17082	17082
1008562	17372	17372
1009564	19950	19950
1010577	20647	20647
1011652	18852	18852
1012684	18546	18546
1013761	23111	23111
1014802	25334	25334
1015855	19791	19791
1016863	19247	19247
1017915	19527	19527
1018958	24854	24854
1019987	24822	24822
1021031	25254	25254
1022209	24572	24572
1023222	28145	28145
1024280	29289	29289
1025357	24820	24820
1026368	27242	27242
1027381	24152	24207
1028413	31897	32147
1029458	37217	37738
1030519	36622	37341
1031582	34139	35266
1032584	30001	31676
1033596	30355	32275
1034598	30252	32404
1035599	27381	30320
1036648	31600	34304
1037664	26813	30357
1038719	27760	31279
1039732	37586	40008
1040749	46004	47349
1041912	38626	41477
1042937	32814	37069
1043965	28047	33559
1045010	27205	33467
1046052	29229	35532
1047096	34709	39973
1048137	36833	41913
1049176	41599	45747
1050216	39310	44442
1051228	41635	46517
1052253	32929	40739
1053272	30290	39234
1054299	29351	39329
1055327	35493	44049
1056350	33693	43269
1057350	35681	44804
1058363	41540	48872
1059376	30172	41872
1060448	34529	44962
1061475	40173	49002
1062475	41554	50552
1063520	36925	48129
1064568	30761	44784
1065663	46077	54243
1066715	41911	52207
1067761	41769	52453
1068770	38675	50987
1069855	39570	51956
1070873	42840	54208
1071895	39035	52702
1072926	35812	51316
1073962	44331	56120
1074994	49795	59511
1076031	41127	55362
1077096	46826	58863
1078157	37506	54419
1079172	36639	54471
1080197	45933	59700
1081209	56640	65385
1082220	48297	61517
1083220	39719	57702
1084240	44557	60679
1085269	34433	56287
1086291	30973	54956
1087339	32695	56285
1088388	62480	71883
1089416	45323	64114
1090465	44188	64106
1091466	39978	62588
1092498	37965	62028
1093505	40526	63443
1094507	40470	64004
1095510	29946	59724
1096567	39870	65058
1097701	45977	68595
1098703	55603	73716
1099715	51517	72244
1100744	53635	73643
1101777	50444	72591
1102907	42908	69656
1103928	52377	74756
1104960	32025	65771
1105964	29907	65153
1107003	52284	76101
1108123	44277	72738
1109140	43720	73085
1110181	36816	70378
1111200	37633	71411
1112212	37024	71481
1113247	50515	78464
1114256	61554	84174
1115281	49408	79286
1116322	54062	82077
1117358	50544	80842
1118362	36470	74647
1119426	32751	73136
1120445	40482	77383
1121448	28831	72303
1122471	36946	76675
1123476	35473	76695
1124502	45012	81728
1125584	52697	86072
1126643	54222	87169
1127803	49969	85742
1128827	46527	84705
1129844	44543	84447
1130855	38169	82094
1131884	35760	81360
1132931	28446	78185
1133981	39541	84034
1135022	51977	90671
1136051	41477	86430
1137074	44036	88253
1138075	58768	95713
1139162	48172	91382
1140187	46417	91024
1141221	39868	88436
1142263	45302	91637
1143268	39672	89477
1144283	37446	88900
1145301	36442	89033
1146338	37661	90197
1147344	37540	90665
1148358	45630	94954
1149368	51996	98699
1150371	48418	97717
1151429	38351	93682
1152429	40603	95253
1153435	50140	100202
1154457	47953	99806
1155530	44699	98750
1156534	45175	99416
1157559	38539	96939
1158612	31866	94514
1159641	52287	104582
1160665	33850	96669
1161699	38792	99610
1162723	30855	96577
1163733	33283	98162
1164803	47229	104889
1165836	45383	104704
1166858	45159	105192
1167877	50003	107895
1168879	41713	104833
1169898	43704	106299
1170948	44221	107205
1171976	42486	107134
1173048	30583	102437
1174053	50315	111748
1175084	61254	117000
1176162	65286	118994
1177179	77227	124640
1178241	75664	124493
1179258	75162	124880
1180489	75447	125506
1181541	75977	126251
1182779	76273	127062
1183814	76020	127727
1184830	75525	128183
1185927	75106	128376
1186937	74667	128430
1188396	74811	129177
1189456	74439	130278
1190515	74058	130895
1191542	74192	131523
1192810	74185	132180
1193812	74629	132933
1195326	74497	133204
1196642	74953	134143
1197674	74588	134704
1198788	73190	134729
1199865	72921	135233
1200889	72703	136043
1202154	72917	136965
1203182	72900	137484
1204307	73008	137963
1205319	73213	138712
1206455	73326	139233
1207542	73041	139754
1209021	72440	140295
1210256	71788	140937
1211337	69821	140870
1212365	69113	141140
1213505	69675	142073
1214552	69811	142716
1215794	69980	143501
1216804	70403	144424
1217882	70561	145028
1218883	70223	145352
1219918	69416	145934
1221136	68666	146107
1222209	68761	146995
