SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
1007	104	106
2017	104	104
3037	99	99
4067	103	103
5074	108	108
6087	99	99
7094	101	101
8096	99	99
9105	104	104
10112	100	100
11114	102	102
12125	106	106
13130	106	106
14131	102	102
15152	99	99
16169	102	102
17170	99	99
18174	97	97
19208	106	106
20222	99	99
21231	100	100
22260	101	101
23261	105	105
24279	98	98
25301	105	105
26304	106	106
27309	103	103
28323	100	100
29373	110	110
30380	108	108
31399	101	101
32411	104	104
33420	106	106
34447	99	99
35453	105	105
36465	102	102
37512	103	103
38514	100	100
39515	98	98
40549	93	93
41559	103	103
42600	102	102
43610	95	95
44616	96	96
45630	99	99
46631	101	101
47635	102	102
48635	102	102
49662	99	99
50674	101	101
51699	102	102
52702	111	111
53764	98	98
54765	106	106
55787	102	102
56788	102	102
57803	99	99
58805	106	106
59828	98	98
60844	102	102
61903	102	102
62936	99	99
63950	96	96
64971	105	105
65974	100	100
66990	101	101
68050	104	104
69074	102	102
70092	96	96
71096	100	100
72119	106	106
73125	105	105
74126	102	102
75137	106	106
76139	95	95
77161	100	100
78161	100	100
79166	100	100
80197	104	104
81205	96	96
82241	101	101
83244	98	98
84250	100	100
85279	100	100
86291	101	101
87311	98	98
88320	102	102
89323	99	99
90335	99	99
91353	103	103
92370	98	98
93421	105	105
94432	98	98
95470	104	104
96506	103	103
97534	103	103
98537	107	107
99539	96	96
100593	104	104
101593	99	99
102601	105	105
103603	100	100
104604	107	107
105609	103	103
106610	109	109
107679	101	101
108680	107	107
109691	101	101
110759	102	102
111778	100	100
112785	106	106
113803	101	101
114812	97	97
115859	103	103
116864	99	99
117877	99	99
118878	101	101
119879	103	103
120881	100	100
121893	101	101
122939	102	102
123965	100	100
124971	100	100
125973	106	106
126976	110	110
127977	109	109
128979	99	99
130013	101	101
131077	101	101
132088	106	106
133090	98	98
134096	100	100
135113	100	100
136167	104	104
137214	99	99
138218	100	100
139225	106	106
140226	105	105
141236	100	100
142237	103	103
143238	112	112
144239	98	98
145271	104	104
146275	106	106
147287	98	98
148295	105	105
149314	102	102
150317	101	101
151334	107	107
152336	118	118
153344	101	101
154359	99	99
155394	103	103
156420	107	107
157421	103	103
158431	97	97
159432	96	96
160448	100	100
161464	102	102
162476	105	105
163477	100	100
164488	104	104
165519	100	100
166530	103	103
167542	101	101
168583	106	106
169584	100	100
170593	97	97
171594	100	100
172623	101	101
173625	103	103
174627	107	107
175651	97	97
176684	104	104
177692	105	105
178715	98	98
179754	106	106
180755	103	103
181767	101	101
182771	104	104
183802	99	99
184806	101	101
185813	101	101
186823	108	108
187826	102	102
188830	102	102
189846	107	107
190856	104	104
191864	105	105
192874	104	104
193875	96	96
194888	99	99
195902	103	103
196905	107	107
197916	108	108
198916	106	106
199928	102	102
200955	100	100
201956	104	104
202958	103	103
203961	105	105
204963	100	100
205985	105	105
206998	100	100
208005	105	105
209010	104	104
210014	101	101
211016	99	99
212024	108	108
213038	98	98
214060	98	98
215061	103	103
216072	100	100
217074	103	103
218082	102	102
219093	101	101
220095	96	96
221142	108	108
222165	107	107
223195	95	95
224196	103	103
225240	105	105
226268	96	96
227333	109	109
228360	113	113
229391	98	98
230437	97	97
231444	106	106
232457	109	109
233467	101	101
234502	108	108
235527	98	98
236528	100	100
237548	102	102
238600	109	109
239603	100	100
240606	106	106
241612	106	106
242640	102	102
243651	99	99
244668	98	98
245680	104	104
246686	109	109
247688	106	106
248715	106	106
249747	99	99
250798	100	100
251801	107	107
252802	108	108
253825	98	98
254837	97	97
255851	107	107
256861	103	103
257876	100	100
258902	103	103
259906	98	98
260946	104	104
261956	101	101
263004	102	102
264006	109	109
265047	98	98
266054	100	100
267056	96	96
268063	106	106
269064	103	103
270066	99	99
271109	102	102
272114	97	97
273124	98	98
274153	101	101
275154	105	105
276183	99	99
277217	104	104
278251	107	107
279265	102	102
280280	105	105
281317	102	102
282328	104	104
283335	102	102
284356	107	107
285358	106	106
286372	106	106
287373	105	105
288381	103	103
289399	98	98
290424	99	99
291437	105	105
292489	103	103
293511	102	102
294578	108	108
295588	106	106
296603	101	101
297621	106	106
298631	105	105
299635	104	104
300643	100	100
301646	111	111
302665	104	104
303687	103	103
304692	99	99
305693	99	99
306708	106	106
307720	104	104
308739	106	106
309754	101	101
310755	95	95
311764	102	102
312769	99	99
313770	96	96
314814	103	103
315825	106	106
316840	105	105
317849	106	106
318873	97	97
319879	101	101
320894	102	102
321909	108	108
322921	100	100
323929	103	103
324935	97	97
325938	99	99
