SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
1559	197	197
3084	1973	1973
4624	3543	3543
6161	5051	5051
7686	6700	6700
9224	8181	8181
10751	9715	9715
12276	11305	11305
13802	12804	12804
15340	14339	14339
16878	15856	15856
18404	17359	17359
19929	18907	18907
21467	20429	20429
22993	21948	21948
24522	23508	23508
26047	25030	25030
27572	26595	26595
29098	28092	28092
30623	29607	29607
32148	31128	31128
33673	32700	32700
35199	34162	34162
36724	35758	35758
38249	37196	37197
39775	38699	38699
41300	40201	40201
42825	41687	41687
44351	42331	42331
45876	42720	42720
47401	42980	42980
48926	43347	43347
50452	43687	43687
51977	43819	43819
53502	44337	44337
54510	44499	44499
55790	44767	44767
56824	44900	44900
58078	45042	45042
59151	45199	45199
60366	45047	45047
61478	45055	45055
62667	44993	44993
63793	44965	44965
64955	44989	44989
66094	44803	44803
67243	44824	44824
68382	44766	44766
69531	44796	44796
70683	44750	44750
71819	44699	44699
72971	44917	44917
74107	45000	45000
75259	45091	45091
76395	45079	45079
77547	45005	45005
78683	45004	45004
79834	45205	45205
80971	45308	45308
82496	45488	45488
83516	45820	45820
84784	45757	45757
85843	45599	45599
87072	45517	45517
88171	45378	45378
89360	45222	45222
90498	45152	45152
91648	45230	45230
92799	45144	45144
93936	45379	45379
95100	45627	45627
96224	45553	45553
97388	45625	45625
98512	45619	45619
99702	45717	45717
100800	45842	45842
102016	45891	45891
103088	46094	46094
104304	46402	46402
105376	46590	46590
106592	46716	46716
107664	46869	46869
108671	47048	47048
109951	47327	47327
110958	47475	47475
112239	47549	47549
113246	47566	47566
114527	47700	47700
115534	47700	47700
116815	47756	47756
117822	47861	47861
119103	47995	47995
120110	48169	48169
121404	48086	48086
122411	48016	48016
123692	48131	48131
124699	48142	48142
125980	48299	48299
126987	48288	48288
128268	48422	48422
129275	48314	48314
130276	47946	47946
131319	47728	47728
132326	47731	47731
133337	47913	47913
134369	47958	47958
135403	48154	48154
136657	48370	48370
137690	48402	48402
138945	48552	48552
140005	48740	48740
141233	48803	48803
142293	48769	48769
143521	48727	48727
144581	48709	48709
145809	48694	48694
146882	48590	48590
148097	48542	48542
149183	48462	48462
150385	48460	48460
151484	48207	48207
152495	47766	47766
153527	47636	47636
154560	47412	47412
155572	47091	47091
156577	46980	46980
157637	46752	46752
158774	46868	46868
159938	46742	46742
161062	46811	46811
162226	46742	46742
163350	46811	46811
164540	46691	46691
165638	46590	46590
166828	46499	46499
167926	46531	46531
169143	46520	46520
170214	46462	46462
171430	46618	46618
172502	46778	46778
173718	46872	46872
174790	46850	46850
176006	46773	46773
177078	47081	47081
178294	47336	47336
179366	47462	47462
180582	47479	47479
181654	47582	47582
182870	47600	47600
183942	47478	47478
185158	47489	47489
186229	47558	47558
187446	47486	47486
188517	47550	47550
189734	47671	47671
190805	47582	47582
192022	47582	47582
193093	47579	47579
194310	47495	47495
195381	47679	47679
196598	47553	47553
197669	47571	47571
198886	47572	47572
199957	47805	47805
201482	47967	47967
203008	48094	48094
204013	48290	48290
205296	48405	48405
206301	48548	48548
207584	48590	48590
208589	48628	48628
209872	48604	48604
210877	48507	48507
212160	48487	48487
213178	48332	48332
214448	48183	48183
215458	48074	48074
216735	47867	47867
217767	47720	47720
219023	47534	47534
220068	47186	47186
221311	46926	46926
222382	46885	46885
223599	46831	46831
224670	46707	46707
225887	46644	46644
226971	46516	46516
228175	46263	46263
229199	46184	46184
230463	46055	46055
231486	46033	46033
232751	46033	46033
233774	45938	45938
235039	45911	45911
236062	45935	45935
237327	45999	45999
238350	46209	46209
239615	46207	46207
240638	46478	46478
241903	46355	46355
242987	46535	46535
244191	46642	46642
245293	46486	46486
246479	46411	46411
247581	46460	46460
248767	46430	46430
249869	46554	46554
251055	46616	46616
252157	46551	46551
253343	46507	46507
254445	46608	46608
255631	46555	46555
256733	46509	46509
257918	46466	46466
259020	46478	46478
260206	46329	46329
261308	46420	46420
262494	46441	46441
263596	46697	46697
264782	46901	46901
265884	47049	47049
267070	47111	47111
268172	47309	47309
269358	47367	47367
270460	47460	47460
271646	47552	47552
272652	47500	47500
273934	47536	47536
274940	47750	47750
276222	47820	47820
277241	47970	47970
278510	48140	48140
279529	48111	48111
280798	48185	48185
281817	48202	48202
283086	48315	48315
284105	48417	48417
285374	48350	48350
286393	48417	48417
287662	48378	48378
288681	48586	48586
289950	48758	48758
290968	48880	48880
292238	48903	48903
293256	48958	48958
294526	49266	49266
295544	49384	49384
296814	49355	49355
297832	49430	49430
299102	49270	49270
300204	49283	49283
301389	49352	49352
302491	49402	49402
303677	49409	49409
304779	49402	49402
305978	49490	49490
307067	49535	49535
308266	49644	49644
309355	49777	49777
310554	49860	49860
311643	50034	50034
312842	49993	49993
313931	49988	49988
315130	49974	49974
316219	49993	49993
317418	49974	49974
318507	50023	50023
319706	49978	49978
320795	49857	49857
321994	49711	49711
323083	49651	49651
324282	49644	49644
325371	49697	49697
326570	49732	49732
327659	49910	49910
328858	49901	49901
329947	49769	49769
331145	49725	49725
332235	49644	49644
333433	49481	49481
334523	49446	49446
335721	49432	49432
336811	49412	49412
338009	49224	49224
339099	48940	48940
340297	48844	48844
341387	48645	48645
342585	48462	48462
343675	48376	48376
344873	48384	48384
345962	48427	48427
347174	48709	48709
348250	48747	48747
349475	48731	48731
350538	48399	48399
351763	48343	48343
352826	48308	48308
354051	48399	48399
355114	48307	48307
356339	48300	48300
357402	48150	48150
358627	48148	48148
359690	48027	48027
360915	47971	47971
361978	47733	47733
363203	47689	47689
364266	47585	47585
365491	47685	47685
366554	47542	47542
367779	47543	47543
368842	47463	47463
370067	47626	47626
371130	47648	47648
372355	47502	47502
373418	47359	47359
374643	47259	47259
375706	47254	47254
376931	47344	47344
377994	47329	47329
379219	47389	47389
380282	47279	47279
381507	47388	47388
382570	47327	47327
383795	47386	47386
384858	47350	47350
386083	47552	47552
387146	47535	47535
388371	47674	47674
389433	47914	47914
390659	47928	47928
391721	48139	48139
392947	48257	48257
394009	48189	48189
395235	47955	47955
396297	47955	47955
397523	47957	47957
398585	48160	48160
399811	48233	48233
400873	48230	48230
402098	48209	48209
403161	48211	48211
404386	48316	48316
405449	48377	48377
406674	48384	48384
407737	48536	48536
408962	48612	48612
410025	48829	48829
411250	48886	48886
412313	48958	48958
413538	49013	49013
414601	48918	48918
415826	49091	49091
416889	49130	49130
418114	49141	49141
419177	49074	49074
420402	49160	49160
421465	49271	49271
422690	49336	49336
423753	49383	49383
424978	49390	49390
426041	49510	49510
427266	49410	49410
428329	49579	49579
429554	49814	49814
430617	49967	49967
431842	50025	50025
432917	50034	50034
434130	50064	50064
435205	49901	49901
436418	49963	49963
437493	49861	49861
438706	49890	49890
439781	49771	49771
441006	49919	49919
442069	49802	49802
443294	49969	49969
444357	50024	50024
445582	50171	50171
446645	50150	50150
447870	50245	50245
448933	50277	50277
450158	50441	50441
451221	50384	50384
452446	50455	50455
453509	50384	50384
454734	50455	50455
455797	50417	50417
457022	50642	50642
458085	50575	50575
459310	50779	50779
460372	50891	50891
461598	51060	51060
462660	51127	51127
463886	51323	51323
464948	51259	51259
466174	51285	51285
467236	51178	51178
468462	51243	51243
469524	51255	51255
470750	51382	51382
471812	51378	51378
473037	51430	51430
474100	51475	51475
475325	51668	51668
476388	51603	51603
477613	51581	51581
478676	51623	51623
479901	51592	51592
480964	51398	51398
482189	51411	51411
483252	51369	51369
484477	51366	51366
485540	51338	51338
486765	51366	51366
487828	51318	51318
489053	51482	51482
490116	51383	51383
491341	51342	51342
492404	51201	51201
493629	51016	51016
494692	50818	50818
