SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
1022	583	583
2061	1562	1562
3100	2601	2601
4139	3639	3639
5178	4678	4678
6216	5717	5717
7255	6756	6756
8294	7795	7795
9333	8833	8833
10372	9872	9872
11410	10911	10911
12449	11950	11950
13488	12989	12989
14527	14027	14027
15566	15066	15066
16604	16105	16105
17643	17144	17144
18682	18183	18183
19721	19221	19221
20760	20189	20194
21798	20474	20474
22837	20440	20440
23876	20462	20462
24915	20453	20453
25954	20450	20450
26992	20477	20477
28031	20437	20437
29070	20453	20453
30109	20474	20474
31148	20440	20440
32186	20462	20462
33225	20453	20453
34264	20450	20450
35303	20477	20477
36342	20437	20437
37380	20453	20453
38419	20474	20474
39458	20440	20440
40497	20462	20462
41536	20453	20453
42574	20450	20450
43613	20477	20477
44652	20437	20437
45691	20453	20453
46730	20474	20474
47768	20440	20440
48807	20462	20462
49846	20453	20453
50885	20450	20450
51924	20477	20477
52962	20437	20437
54001	20453	20453
55040	20474	20474
56079	20440	20440
57118	20462	20462
58156	20453	20453
59195	20450	20450
60234	20477	20477
61273	20437	20437
62312	20453	20453
63350	20474	20474
64389	20440	20440
65428	20462	20462
66467	20453	20453
67506	20450	20450
68544	20477	20477
69583	20437	20437
70622	20453	20453
71661	20474	20474
72700	20440	20440
73738	20471	20471
74777	20454	20454
75816	20457	20457
76855	20461	20461
77894	20456	20456
78933	20456	20456
79972	20456	20456
81010	20456	20456
82049	20456	20456
83088	20456	20456
84127	20456	20456
85166	20453	20453
86205	20438	20438
87243	20461	20461
88282	20470	20470
89321	20437	20437
90360	20466	20466
91399	20452	20452
92437	20453	20453
93476	20475	20475
94515	20435	20435
95554	20475	20475
96593	20461	20461
97632	20455	20455
98670	20447	20447
99709	20466	20466
100748	20456	20456
101787	20459	20459
102826	20456	20456
103865	20456	20456
104904	20456	20456
105942	20456	20456
106981	20456	20456
108020	20443	20443
109059	20456	20456
110098	20470	20470
111137	20440	20440
112175	20457	20457
113214	20472	20472
114253	20435	20435
115292	20463	20463
116331	20460	20460
117369	20457	20457
118408	20466	20466
119447	20447	20447
120486	20467	20467
121525	20458	20458
122563	20450	20450
123602	20463	20463
124641	20453	20453
125680	20461	20461
126719	20456	20456
127758	20456	20456
128797	20456	20456
129835	20456	20456
130874	20450	20450
131913	20463	20463
132952	20438	20438
133991	20469	20469
135030	20455	20455
136068	20438	20438
137107	20467	20467
138146	20472	20472
139185	20444	20444
140224	20458	20458
141262	20449	20449
142301	20463	20463
143340	20464	20464
144379	20452	20452
145418	20466	20466
146457	20456	20456
147495	20456	20456
148534	20456	20456
149573	20456	20456
150612	20456	20456
151651	20456	20456
152690	20456	20456
