SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
1549	262	262
3075	1975	1975
4600	3512	3512
6125	5089	5089
7650	6608	6608
9176	8141	8141
10714	9693	9693
12253	11255	11255
13791	12749	12749
15316	14229	14229
16855	15644	15644
18380	17040	17040
19389	17615	17615
20668	17862	17862
21677	18089	18089
22956	18200	18200
23991	18319	18319
25244	18386	18386
26305	18724	18724
27532	18833	18833
28593	19011	19011
29820	19172	19172
30844	19264	19264
32108	19407	19407
33120	19583	19583
34409	19480	19480
35421	19689	19689
36697	19784	19784
37735	19976	19976
38985	20138	20138
40036	20331	20331
41273	20357	20357
42334	20611	20611
43560	20671	20671
44574	20821	20821
45848	20981	20981
46856	21045	21045
48136	21049	21049
49144	21254	21254
50424	21322	21322
51458	21381	21381
52712	21531	21531
53759	21601	21601
55000	21699	21699
56053	21953	21953
57288	21938	21938
58341	21983	21983
59576	22079	22079
60629	22136	22136
61864	22151	22151
62917	22012	22012
64152	21883	21883
65205	21973	21973
66440	22096	22096
67493	22214	22214
68728	22331	22331
69781	22470	22470
70814	22485	22485
71871	22594	22594
72891	22638	22638
74159	22618	22618
75179	22706	22706
76192	22723	22723
77210	22800	22800
78230	22888	22888
79498	22970	22970
80530	23167	23167
81786	23125	23125
82818	23135	23135
84097	23141	23141
85106	23209	23209
86385	23225	23225
87394	23369	23369
88673	23391	23391
89682	23337	23337
90961	23160	23160
91970	23169	23169
93249	23145	23145
94271	23306	23306
95537	23473	23473
96559	23681	23681
97837	23771	23771
98847	24032	24032
100125	24035	24035
101135	24237	24237
102413	24382	24382
103423	24489	24489
104701	24552	24552
105711	24587	24587
106989	24554	24554
107999	24639	24639
109277	24532	24532
110287	24655	24655
111565	24713	24713
112575	24851	24851
113853	24865	24865
114863	25023	25023
116141	25227	25227
117151	25382	25382
118429	25521	25521
119439	25744	25744
120717	25616	25616
121720	25593	25593
123005	25429	25429
124008	25427	25427
125293	25376	25376
126296	25353	25353
127581	25202	25202
128583	25108	25108
129869	24950	24950
130871	24960	24960
132156	24965	24965
133159	25053	25053
134444	25153	25153
135447	25156	25156
136732	25181	25181
137735	25235	25235
139020	25242	25242
140023	25250	25250
141308	25156	25156
142311	25075	25075
143596	24767	24767
144599	24661	24661
145884	24573	24573
146913	24636	24636
148172	24695	24695
149306	24758	24758
150460	24875	24875
151594	25100	25100
152748	25193	25193
153882	25184	25184
155036	25377	25377
156170	25617	25617
157324	25607	25607
158458	25648	25648
159612	25598	25598
160746	25633	25633
161900	25616	25616
163034	25668	25668
164188	25668	25668
165322	25691	25691
166476	25592	25592
167610	25640	25640
168764	25629	25629
169898	25805	25805
171052	25859	25859
172185	25794	25794
173340	25762	25762
174351	25623	25623
175627	25507	25507
176629	25348	25348
177915	25121	25121
178927	25114	25114
180203	24941	24941
181215	24793	24793
182491	24716	24716
183503	24673	24673
184779	24600	24600
185791	24580	24580
187067	24469	24469
188079	24427	24427
189355	24397	24397
190367	24444	24444
191643	24494	24494
192655	24579	24579
193931	24490	24490
194943	24387	24387
196219	24477	24477
197231	24533	24533
198507	24596	24596
199519	24718	24718
200795	24602	24602
201806	24596	24596
202809	24518	24518
203845	24518	24518
204857	24539	24539
205873	24534	24534
206896	24605	24605
207908	24652	24652
208923	24712	24712
209947	24877	24877
210958	24928	24928
211974	25085	25085
212997	25126	25126
214022	25121	25121
215024	25149	25149
216048	25200	25200
217085	25295	25295
218336	25382	25382
219373	25511	25511
220624	25499	25499
221661	25536	25536
222912	25486	25486
223949	25536	25536
225200	25507	25507
226237	25606	25606
227488	25627	25627
228525	25691	25691
229776	25869	25869
230812	25946	25946
232063	25952	25952
233127	25910	25910
234351	25843	25843
235428	25666	25666
236639	25675	25675
237729	25540	25540
238927	25434	25434
240017	25475	25475
241215	25470	25470
242305	25313	25313
243503	25145	25145
244593	25050	25050
245791	24992	24992
246881	24989	24989
248079	24978	24978
249168	24905	24905
250367	24862	24862
251456	24997	24997
252655	25104	25104
253802	25134	25134
254943	25120	25120
256090	25093	25093
257231	25115	25115
258377	25111	25111
259519	25192	25192
260665	25187	25187
261807	25120	25120
262953	25176	25176
264095	25139	25139
265241	25176	25176
266383	25211	25211
267529	25294	25294
268671	25386	25386
269817	25387	25387
270959	25411	25411
272105	25346	25346
273247	25408	25408
274393	25539	25539
275534	25580	25580
276681	25432	25432
277822	25390	25390
278969	25355	25355
280110	25389	25389
281257	25386	25386
282398	25523	25523
283545	25526	25526
284686	25665	25665
285846	25646	25646
286974	25635	25635
288134	25574	25574
289262	25539	25539
290422	25448	25448
291550	25397	25397
292710	25306	25306
293838	25355	25355
295011	25314	25314
296126	25415	25415
297311	25403	25403
298414	25451	25451
299598	25353	25353
300702	25332	25332
301886	25282	25282
302990	25314	25314
304174	25217	25217
305278	25155	25155
306462	25075	25075
307566	25024	25024
308750	24971	24971
309854	24853	24853
311038	24813	24813
312154	24795	24795
313326	24820	24820
314442	24967	24967
315614	25006	25006
316730	25089	25089
317902	25241	25241
319018	25333	25333
320190	25334	25334
321319	25407	25407
322478	25378	25378
323607	25266	25266
324766	25218	25218
325895	25247	25247
327054	25272	25272
328196	25339	25339
329342	25371	25371
330484	25399	25399
331630	25323	25323
332772	25261	25261
333918	25241	25241
335060	25209	25209
336206	25231	25231
337348	25250	25250
338494	25176	25176
339636	25049	25049
340782	25056	25056
341924	24849	24849
343069	24665	24665
344212	24628	24628
345357	24653	24653
346500	24680	24680
347645	24702	24702
348788	24877	24877
349933	24970	24970
351076	24899	24899
352221	24822	24822
353364	24756	24756
354509	24663	24663
355651	24651	24651
356797	24699	24699
357939	24658	24658
359125	24719	24719
360227	24731	24731
361413	24719	24719
362515	24755	24755
363701	24797	24797
364803	24761	24761
365989	24712	24712
367091	24759	24759
368277	24646	24646
369379	24469	24469
370565	24330	24330
371667	24249	24249
372853	24190	24190
373955	24010	24010
374966	23944	23944
376243	23973	23973
377254	24142	24142
378531	24287	24287
379542	24291	24291
380819	24311	24311
381830	24295	24295
383107	24287	24287
384117	24285	24285
385395	24245	24245
386406	24297	24297
387683	24234	24234
388694	24387	24387
389983	24511	24511
390984	24638	24638
392271	24647	24647
393272	24768	24768
394559	24837	24837
395569	24982	24982
396847	24961	24961
397857	25040	25040
399135	25095	25095
400147	25139	25139
401423	24994	24994
402436	24805	24805
403711	24719	24719
404723	24817	24817
405999	24765	24765
407011	24811	24811
408287	24803	24803
409299	25003	25003
410575	25099	25099
411586	25107	25107
412863	25041	25041
413874	24954	24954
415151	24774	24774
416162	24746	24746
417439	24717	24717
418450	24809	24809
419727	24722	24722
420738	24745	24745
422015	24716	24716
423026	24691	24691
424303	24587	24587
425314	24752	24752
426590	24668	24668
427602	24759	24759
428878	24574	24574
429890	24567	24567
431166	24627	24627
432178	24699	24699
433454	24688	24688
434466	24581	24581
435742	24492	24492
436754	24547	24547
437756	24594	24594
438793	24517	24517
439804	24580	24580
440806	24417	24417
441843	24322	24322
442855	24267	24267
443857	24188	24188
444894	24096	24096
445906	24086	24086
446908	23895	23895
447945	23877	23877
448956	23811	23811
449958	23831	23831
450995	23838	23838
452007	23805	23805
453009	23823	23823
454046	23807	23807
455057	23740	23740
456059	23681	23681
457096	23563	23563
458108	23561	23561
459110	23556	23556
460147	23498	23498
461159	23474	23474
462211	23600	23600
463263	23566	23566
464367	23721	23721
465486	23937	23937
466497	24056	24056
467549	24150	24150
468602	24265	24265
469706	24346	24346
470824	24473	24473
471836	24623	24623
472888	24661	24661
473940	24732	24732
475044	24737	24737
476163	24768	24768
477174	24864	24864
478226	24867	24867
479279	24895	24895
480409	24920	24920
481501	24920	24920
482513	24993	24993
483565	25061	25061
484617	25030	25030
485747	25094	25094
486840	25155	25155
487851	25235	25235
488903	25333	25333
489956	25431	25431
491086	25352	25352
492178	25363	25363
493190	25404	25404
494242	25446	25446
495294	25534	25534
496424	25565	25565
497517	25596	25596
498528	25654	25654
499580	25822	25822
500633	26000	26000
501763	26167	26167
502921	26375	26375
504051	26579	26579
505209	26707	26707
506339	26883	26883
507497	26943	26943
508627	26976	26976
509785	27001	27001
510915	27111	27111
512073	27096	27096
513203	27043	27043
514361	26960	26960
515491	26813	26813
516649	26686	26686
517779	26703	26703
518937	26676	26676
520067	26585	26585
521224	26477	26477
522355	26437	26437
523512	26433	26433
524513	26452	26452
525516	26279	26279
526563	26083	26083
527693	25851	25851
528851	25549	25549
529981	25384	25384
531139	25188	25188
532269	25000	25000
533427	24989	24989
534557	24971	24971
535715	24856	24856
536845	24766	24766
538003	24745	24745
539133	24691	24691
540291	24753	24753
541421	24711	24711
542579	24599	24599
543709	24555	24555
544867	24541	24541
545997	24491	24491
547155	24473	24473
548285	24455	24455
549442	24458	24458
550573	24425	24425
551730	24508	24508
552861	24520	24520
554018	24555	24555
555149	24587	24587
556306	24653	24653
557307	24687	24687
558356	24640	24640
559357	24619	24619
560358	24677	24677
561407	24798	24798
562408	24828	24828
563408	24829	24829
564457	24749	24749
565458	24750	24750
566459	24723	24723
567508	24754	24754
568509	24766	24766
569509	24765	24765
570559	24785	24785
571559	24830	24830
572560	24844	24844
573609	24853	24853
574610	24974	24974
575611	25019	25019
576660	25040	25040
577661	25148	25148
578661	25178	25178
579710	25185	25185
580711	25093	25093
581712	25183	25183
582761	25151	25151
583762	25182	25182
584762	25196	25196
585812	25203	25203
586812	25257	25257
587813	25278	25278
588862	25273	25273
589863	25312	25312
590864	25289	25289
591913	25251	25251
592913	25251	25251
593914	25263	25263
594963	25407	25407
595964	25443	25443
596965	25484	25484
598014	25396	25396
599015	25449	25449
600015	25369	25369
601065	25381	25381
602065	25358	25358
603066	25241	25241
604115	25158	25158
605116	25222	25222
606117	25196	25196
607166	25150	25150
608166	25062	25062
609167	25053	25053
610170	25036	25036
611217	25032	25032
612218	24944	24944
613267	25014	25014
614268	25138	25138
615268	25203	25203
616318	25246	25246
617318	25332	25332
618342	25352	25352
619368	25452	25452
620369	25316	25316
621392	25223	25223
622445	25144	25144
623447	25123	25123
624448	25081	25081
625522	24958	24958
626705	25010	25010
627708	24988	24988
628758	25007	25007
629781	25096	25096
631046	25199	25199
632057	25241	25241
633334	25341	25341
634345	25418	25418
635622	25466	25466
636645	25428	25428
637910	25538	25538
638933	25578	25578
640198	25580	25580
641221	25636	25636
642486	25711	25711
643509	25889	25889
644774	25969	25969
645797	25920	25920
647062	26116	26116
648085	26183	26183
649350	26203	26203
650373	26173	26173
651637	26236	26236
652661	26296	26296
653925	26335	26335
654949	26418	26418
656213	26435	26435
657237	26467	26467
658501	26441	26441
659525	26533	26533
660789	26485	26485
661813	26458	26458
663077	26480	26480
664101	26486	26486
665365	26477	26477
666389	26479	26479
667653	26439	26439
668676	26397	26397
669941	26248	26248
670964	26151	26151
672229	26196	26196
673252	26055	26055
674517	26060	26060
675540	26057	26057
676805	26118	26118
677828	26139	26139
679093	26131	26131
680116	26029	26029
681381	26034	26034
682404	25919	25919
683669	25794	25794
684692	25705	25705
685957	25620	25620
686980	25595	25595
688245	25587	25587
689268	25495	25495
690533	25390	25390
691556	25289	25289
692821	25276	25276
693844	25164	25164
695108	25202	25202
696132	25158	25158
697396	25069	25069
698420	25087	25087
699684	25027	25027
700708	25023	25023
701972	25010	25010
702996	25097	25097
704260	25095	25095
705284	25254	25254
706548	25398	25398
707572	25390	25390
708836	25543	25543
709859	25673	25673
711124	25727	25727
712147	25797	25797
713412	25878	25878
714435	26012	26012
715700	26045	26045
716723	25998	25998
717988	25818	25818
719011	25875	25875
720276	25744	25744
721299	25757	25757
722564	25637	25637
723587	25652	25652
724852	25585	25585
725875	25759	25759
727140	25688	25688
728163	25836	25836
729428	25707	25707
730451	25711	25711
731716	25521	25521
732739	25474	25474
734004	25409	25409
735027	25362	25362
736329	25430	25430
737330	25558	25558
738617	25540	25540
739618	25470	25470
740905	25578	25578
741906	25663	25663
743193	25710	25710
744194	25848	25848
745481	25893	25893
746482	25946	25946
747769	26004	26004
748770	26097	26097
750057	26208	26208
751174	26162	26162
752345	26200	26200
753462	26180	26180
754633	26165	26165
755750	26145	26145
756921	26180	26180
758038	26142	26142
759209	26138	26138
760326	26077	26077
761497	26063	26063
762614	25925	25925
763785	25915	25915
764902	25916	25916
766073	25875	25875
767190	25880	25880
768361	25956	25956
769478	25957	25957
770649	25975	25975
771766	25974	25974
772937	25976	25976
773937	25917	25917
775225	25794	25794
776225	25814	25814
777512	25721	25721
778629	25720	25720
779800	25600	25600
780917	25568	25568
782088	25558	25558
783205	25485	25485
784376	25455	25455
785493	25367	25367
786664	25316	25316
787781	25192	25192
788952	25053	25053
790069	25089	25089
791240	24998	24998
792357	25038	25038
793528	24930	24930
794645	24887	24887
795816	24804	24804
796933	24747	24747
798117	24741	24741
799221	24732	24732
800405	24872	24872
801509	24993	24993
802693	25078	25078
803797	25133	25133
804981	25174	25174
806085	25118	25118
807268	25135	25135
808373	25167	25167
809556	25239	25239
810661	25282	25282
811844	25392	25392
812949	25389	25389
814132	25489	25489
815237	25462	25462
816420	25398	25398
817525	25281	25281
818708	25247	25247
819812	25175	25175
820996	25094	25094
822100	25108	25108
823284	25108	25108
824388	25099	25099
825572	24954	24954
826676	24826	24826
827860	24748	24748
828964	24628	24628
830148	24689	24689
831252	24649	24649
832436	24644	24644
833540	24570	24570
834724	24573	24573
835828	24501	24501
837012	24423	24423
838116	24389	24389
839300	24366	24366
840417	24499	24499
841588	24542	24542
842705	24567	24567
843876	24628	24628
844993	24677	24677
846164	24741	24741
847280	24591	24591
848451	24547	24547
849581	24555	24555
850739	24558	24558
851869	24661	24661
853027	24812	24812
854170	25009	25009
855315	25120	25120
856458	25208	25208
857603	25276	25276
858604	25270	25270
859891	25338	25338
860902	25322	25322
862179	25397	25397
863190	25438	25438
864480	25479	25479
865491	25442	25442
866768	25439	25439
867779	25514	25514
869056	25600	25600
870067	25756	25756
871344	25753	25753
872355	25907	25907
873632	26006	26006
874643	26013	26013
875920	26034	26034
876931	26013	26013
878207	25987	25987
879219	25825	25825
880495	25658	25658
881507	25578	25578
882796	25517	25517
883797	25530	25530
885084	25598	25598
886085	25694	25694
887385	25713	25713
888489	25678	25678
889672	25716	25716
890777	25774	25774
