SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
1705	496	496
3281	2328	2328
4328	3879	3879
5579	5114	5114
6647	6189	6189
7960	7443	7443
8965	8517	8517
10361	9711	9711
11366	10918	10918
12762	12112	12112
13767	13319	13319
15163	14513	14513
16168	15720	15720
17564	16914	16914
18569	18121	18121
19965	19315	19315
20970	20522	20522
22366	21716	21716
23371	22923	22923
24767	24117	24117
25772	25324	25324
27168	26518	26518
28173	27725	27725
29569	28919	28919
30574	30126	30126
31970	31320	31320
32975	32527	32527
34371	33721	33721
35376	34928	34928
36772	36122	36122
37777	37329	37329
39173	38523	38523
40178	39730	39730
41574	40924	40924
42579	42131	42131
43975	43325	43325
44980	44532	44532
46376	45726	45726
47381	46933	46933
48777	48127	48127
49782	49334	49334
51178	50513	50528
52183	51543	51543
53579	51912	51912
54584	51545	51545
55980	51364	51364
56985	51221	51221
58381	51222	51222
59386	51221	51221
60782	51221	51221
61787	51221	51221
63183	51221	51221
64188	51221	51221
65584	51221	51221
66589	51221	51221
67985	51221	51221
68990	51221	51221
70386	51221	51221
71391	51221	51221
72787	51221	51221
73792	51221	51221
75188	51221	51221
76193	51221	51221
77589	51221	51221
78594	51221	51221
79989	51221	51221
80995	51221	51221
82390	51221	51221
83396	51221	51221
84791	51221	51221
85797	51221	51221
87192	51221	51221
88198	51221	51221
89593	51221	51221
90599	51221	51221
91994	51221	51221
93000	51221	51221
94395	51221	51221
95401	51221	51221
96796	51221	51221
97802	51221	51221
99197	51221	51221
100203	51221	51221
101598	51221	51221
102604	51221	51221
103999	51221	51221
105005	51221	51221
106400	51221	51221
107406	51221	51221
108801	51221	51221
109807	51221	51221
111202	51221	51221
112208	51221	51221
113603	51221	51221
114609	51221	51221
116004	51221	51221
117010	51221	51221
118405	51221	51221
119411	51221	51221
120806	51221	51221
121812	51221	51221
123207	51221	51221
124213	51221	51221
125608	51221	51221
126614	51221	51221
128009	51221	51221
129015	51221	51221
130410	51221	51221
131416	51221	51221
132811	51221	51221
133817	51221	51221
135212	51221	51221
136218	51221	51221
137613	51221	51221
138619	51221	51221
140014	51221	51221
141020	51221	51221
142415	51221	51221
143421	51221	51221
144816	51221	51221
145822	51221	51221
147217	51221	51221
148223	51221	51221
149618	51221	51221
150624	51221	51221
152019	51221	51221
153025	51221	51221
154420	51221	51221
155426	51221	51221
156821	51221	51221
157827	51221	51221
159222	51221	51221
160228	51221	51221
161623	51221	51221
162629	51221	51221
164024	51221	51221
165030	51221	51221
166425	51221	51221
167431	51221	51221
168826	51221	51221
169831	51221	51221
171227	51221	51221
172232	51221	51221
173628	51221	51221
174633	51221	51221
176029	51221	51221
177034	51221	51221
178430	51221	51221
179435	51221	51221
180831	51221	51221
181836	51221	51221
183232	51221	51221
184237	51221	51221
185633	51221	51221
186638	51221	51221
188034	51221	51221
189039	51221	51221
190435	51221	51221
191440	51221	51221
192836	51221	51221
193841	51221	51221
195237	51221	51221
196242	51221	51221
197638	51221	51221
198643	51221	51221
200039	51221	51221
201044	51221	51221
202440	51221	51221
203445	51221	51221
204841	51221	51221
205846	51221	51221
207242	51221	51221
208247	51221	51221
209643	51221	51221
210648	51221	51221
212044	51221	51221
213049	51221	51221
214445	51221	51221
215450	51221	51221
216846	51221	51221
217851	51221	51221
219247	51221	51221
220252	51221	51221
221648	51221	51221
222653	51221	51221
224049	51221	51221
225054	51221	51221
226450	51221	51221
227455	51221	51221
228851	51221	51221
229856	51221	51221
231252	51221	51221
232257	51221	51221
233653	51221	51221
234658	51221	51221
236054	51221	51221
237059	51221	51221
238455	51221	51221
239460	51221	51221
240856	51221	51221
241861	51221	51221
243257	51221	51221
244262	51221	51221
245658	51221	51221
246663	51221	51221
248059	51221	51221
249064	51221	51221
250460	51221	51221
251465	51221	51221
252861	51221	51221
253866	51221	51221
255262	51221	51221
256267	51221	51221
257663	51221	51221
258668	51221	51221
260064	51221	51221
261069	51221	51221
262464	51221	51221
263470	51221	51221
264865	51221	51221
265871	51221	51221
267266	51221	51221
268272	51221	51221
269667	51221	51221
270673	51221	51221
272068	51221	51221
273074	51221	51221
274469	51221	51221
275475	51221	51221
276870	51221	51221
277876	51221	51221
279271	51221	51221
280277	51221	51221
281672	51221	51221
282678	51221	51221
284073	51221	51221
285079	51221	51221
286474	51221	51221
287480	51221	51221
288875	51221	51221
289881	51221	51221
291276	51221	51221
292282	51221	51221
293677	51221	51221
294683	51221	51221
296078	51221	51221
297084	51221	51221
298479	51221	51221
299485	51221	51221
300880	51221	51221
301886	51221	51221
303281	51221	51221
304287	51221	51221
305682	51221	51221
306688	51221	51221
308083	51221	51221
309089	51221	51221
310484	51221	51221
311490	51221	51221
312885	51221	51221
313891	51221	51221
315286	51221	51221
