SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
1033	132	133
2037	290	290
3038	278	278
4049	272	272
5055	290	290
6092	264	264
7102	323	323
8130	252	252
9140	382	382
10149	224	224
11167	259	259
12167	299	299
13193	312	312
14202	309	309
15220	354	354
16247	266	266
17256	290	290
18293	295	295
19294	324	324
20296	261	261
21296	306	306
22300	305	305
23308	353	353
24311	296	296
25331	317	317
26333	311	311
27366	342	342
28399	345	345
29425	340	340
30430	356	356
31467	277	277
32469	311	311
33469	300	300
34486	329	329
35495	318	318
36510	364	364
37515	271	271
38517	356	356
39543	268	268
40551	285	285
41593	278	278
42594	322	322
43616	319	319
44622	290	290
45624	254	254
46636	307	307
47659	337	337
48674	314	314
49700	395	395
50701	337	337
51704	281	281
52705	338	338
53706	289	289
54715	284	284
55743	315	315
56753	293	293
57763	372	372
58779	277	277
59805	257	257
60813	302	302
61813	347	347
62818	348	348
63838	244	244
64841	350	350
65859	290	290
66859	257	257
67872	296	296
68894	333	333
69906	329	329
70906	356	356
71920	282	282
72920	350	350
73922	280	280
74931	381	381
75938	268	268
76942	340	340
77945	391	391
78971	252	252
79972	314	314
80973	313	313
81986	293	293
82987	315	315
83993	307	307
84999	304	304
86040	272	272
87044	296	296
88051	281	281
89056	346	346
90065	341	341
91107	307	307
92116	358	358
93125	237	237
94125	299	299
95151	336	336
96155	300	300
97164	327	327
98172	308	308
99175	319	319
100223	317	317
101241	347	347
102248	287	287
103258	296	296
104261	318	318
105263	287	287
106273	288	288
107285	326	326
108291	303	303
109292	296	296
110310	325	325
111335	275	275
112337	308	308
113355	311	311
114357	304	304
115358	343	343
116359	300	300
117385	351	351
118401	271	271
119430	310	310
120433	390	390
121439	283	283
122469	307	307
123474	318	318
124478	276	276
125478	376	376
126481	338	338
127485	295	295
128491	280	280
129528	306	306
130547	311	311
131547	327	327
132550	334	334
133552	322	322
134570	332	332
135575	357	357
136615	310	310
137653	270	270
138658	272	272
139661	331	331
140664	327	327
141674	312	312
142674	297	297
143679	311	311
144685	323	323
145699	273	273
146704	283	283
147705	327	327
148707	286	286
149718	261	261
150719	319	319
151726	303	303
152751	316	316
153795	324	324
154813	310	310
155816	264	264
156837	319	319
157847	309	309
158880	367	367
159884	274	274
160886	365	365
161907	340	340
