SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
1057	713	713
2314	1762	1762
3378	2866	2866
4660	4039	4039
5724	5212	5212
7006	6385	6385
8070	7558	7558
9352	8731	8731
10416	9904	9904
11698	11077	11077
12761	12250	12250
14044	13423	13423
15107	14596	14596
16390	15768	15768
17453	16941	16941
18736	18114	18114
19799	19287	19287
21081	20460	20460
22145	21633	21633
23427	22806	22806
24491	23979	23979
25773	25152	25152
26837	26325	26325
28119	27498	27498
29183	28671	28671
30465	29844	29844
31528	31017	31017
32811	32190	32190
33874	33363	33363
35157	34535	34535
36220	35708	35708
37503	36881	36881
38566	38054	38054
39848	39227	39227
40912	40400	40400
42194	41573	41573
43258	42746	42746
44540	43919	43919
45604	45092	45092
46886	46265	46265
47950	47438	47438
49232	48611	48611
50295	49784	49784
51578	50957	50957
52641	52130	52130
53924	53303	53303
54987	54475	54475
56270	55648	55648
57333	56821	56821
58616	57994	57994
59679	59167	59167
60961	59996	60023
62025	60102	60102
63307	60054	60054
64371	60020	60020
65653	60054	60054
66717	60088	60088
67999	60054	60054
69063	60020	60020
70345	60054	60054
71408	60088	60088
72691	60054	60054
73754	60020	60020
75037	60054	60054
76100	60088	60088
77383	60054	60054
78446	60020	60020
79728	60054	60054
80792	60088	60088
82074	60054	60054
83138	60020	60020
84420	60054	60054
85484	60088	60088
86766	60054	60054
87830	60020	60020
89112	60054	60054
90175	60088	60088
91458	60054	60054
92521	60020	60020
93804	60054	60054
94867	60088	60088
96150	60054	60054
97213	60020	60020
98495	60054	60054
99559	60088	60088
100841	60054	60054
101905	60020	60020
103187	60054	60054
104251	60088	60088
105533	60054	60054
106597	60020	60020
107879	60054	60054
108942	60088	60088
110225	60054	60054
111288	60020	60020
112571	60054	60054
113634	60088	60088
114917	60054	60054
115980	60020	60020
117263	60054	60054
118326	60088	60088
119608	60054	60054
120672	60020	60020
121954	60054	60054
123018	60088	60088
124300	60054	60054
125364	60020	60020
126646	60054	60054
127710	60088	60088
128992	60054	60054
130055	60020	60020
131338	60054	60054
132401	60088	60088
133684	60054	60054
134747	60020	60020
136030	60054	60054
137093	60088	60088
138375	60054	60054
139439	60020	60020
140721	60054	60054
141785	60088	60088
143067	60054	60054
144131	60020	60020
145413	60054	60054
146477	60088	60088
147759	60054	60054
148822	60020	60020
150105	60054	60054
151168	60088	60088
152451	60054	60054
153514	60020	60020
154797	60054	60054
155860	60088	60088
157142	60054	60054
158206	60020	60020
159488	60054	60054
160552	60088	60088
161834	60054	60054
162898	60020	60020
164180	60054	60054
165244	60088	60088
166526	60054	60054
167589	60020	60020
168872	60054	60054
169935	60088	60088
171218	60054	60054
172281	60020	60020
173564	60054	60054
174627	60088	60088
175910	60054	60054
176973	60020	60020
178255	60054	60054
179319	60088	60088
180601	60054	60054
181665	60020	60020
182947	60054	60054
184011	60088	60088
185293	60054	60054
186357	60020	60020
187639	60054	60054
188702	60088	60088
189985	60054	60054
191048	60020	60020
192331	60054	60054
193394	60088	60088
194677	60054	60054
195740	60020	60020
197022	60054	60054
198086	60088	60088
199368	60054	60054
200432	60020	60020
201714	60054	60054
202778	60088	60088
204060	60054	60054
205124	60020	60020
206406	60054	60054
207469	60088	60088
208752	60054	60054
209815	60020	60020
211098	60054	60054
212161	60088	60088
213444	60054	60054
214507	60020	60020
215789	60054	60054
216853	60088	60088
218135	60054	60054
219199	60020	60020
220481	60054	60054
221545	60088	60088
222827	60054	60054
223891	60020	60020
225173	60054	60054
226236	60088	60088
227519	60054	60054
228582	60020	60020
229865	60054	60054
230928	60088	60088
232211	60054	60054
233274	60020	60020
234557	60054	60054
235620	60088	60088
236902	60054	60054
237966	60020	60020
239248	60054	60054
240312	60088	60088
241594	60054	60054
242658	60020	60020
243940	60054	60054
245004	60088	60088
246286	60054	60054
247349	60020	60020
248632	60054	60054
249695	60088	60088
250978	60054	60054
252041	60020	60020
253324	60054	60054
254387	60088	60088
255669	60054	60054
256733	60020	60020
258015	60054	60054
259079	60088	60088
260361	60054	60054
261425	60020	60020
262707	60054	60054
263771	60088	60088
265053	60054	60054
266116	60020	60020
267399	60054	60054
268462	60088	60088
269745	60054	60054
270808	60020	60020
272091	60054	60054
273154	60088	60088
274436	60054	60054
275500	60020	60020
276782	60054	60054
277846	60088	60088
279128	60054	60054
280192	60020	60020
281474	60054	60054
282538	60088	60088
283820	60054	60054
284883	60020	60020
286166	60054	60054
287229	60088	60088
288512	60054	60054
289575	60020	60020
290858	60054	60054
291921	60088	60088
293204	60054	60054
294267	60020	60020
295549	60054	60054
296613	60088	60088
297895	60054	60054
298959	60020	60020
300241	60054	60054
301305	60088	60088
302587	60054	60054
303651	60020	60020
304933	60054	60054
305996	60088	60088
307279	60054	60054
308342	60020	60020
309625	60054	60054
310688	60088	60088
311971	60054	60054
313034	60020	60020
314316	60054	60054
315380	60088	60088
316662	60054	60054
317726	60020	60020
319008	60054	60054
320072	60088	60088
321354	60054	60054
322418	60020	60020
323700	60054	60054
324763	60088	60088
326046	60054	60054
327109	60020	60020
328392	60054	60054
329455	60088	60088
330738	60054	60054
331801	60020	60020
333083	60054	60054
334147	60088	60088
335429	60054	60054
336493	60020	60020
337775	60054	60054
338839	60088	60088
340121	60054	60054
341185	60020	60020
342467	60054	60054
343530	60088	60088
344813	60054	60054
345876	60020	60020
347159	60054	60054
348222	60088	60088
349505	60054	60054
350568	60020	60020
351851	60054	60054
352914	60088	60088
354196	60054	60054
355260	60020	60020
356542	60054	60054
357606	60088	60088
358888	60054	60054
359952	60020	60020
361234	60054	60054
362298	60088	60088
363580	60054	60054
364643	60020	60020
365926	60054	60054
366989	60088	60088
368272	60054	60054
369335	60020	60020
370618	60054	60054
371681	60088	60088
372963	60054	60054
374027	60020	60020
375309	60054	60054
376373	60088	60088
377655	60054	60054
378719	60020	60020
380001	60054	60054
381065	60088	60088
382347	60054	60054
383410	60020	60020
384693	60054	60054
385756	60088	60088
387039	60054	60054
388102	60020	60020
389385	60054	60054
390448	60088	60088
391730	60054	60054
392794	60020	60020
394076	60054	60054
395140	60088	60088
396422	60054	60054
397486	60020	60020
398768	60054	60054
399832	60088	60088
401114	60054	60054
402177	60020	60020
403460	60054	60054
404523	60088	60088
405806	60054	60054
406869	60020	60020
408152	60054	60054
409215	60088	60088
410498	60054	60054
411561	60020	60020
412843	60054	60054
413907	60088	60088
415189	60054	60054
416253	60020	60020
417535	60054	60054
418599	60088	60088
419881	60054	60054
420945	60020	60020
422227	60054	60054
423290	60088	60088
424573	60054	60054
425636	60020	60020
426919	60054	60054
427982	60088	60088
429265	60054	60054
430328	60020	60020
431610	60054	60054
432674	60088	60088
433956	60054	60054
435020	60020	60020
436302	60054	60054
437366	60088	60088
438648	60054	60054
439712	60020	60020
440994	60054	60054
442057	60088	60088
443340	60054	60054
444403	60020	60020
445686	60054	60054
446749	60088	60088
448032	60054	60054
449095	60020	60020
450377	60054	60054
451441	60088	60088
452723	60054	60054
453787	60020	60020
455069	60054	60054
456133	60088	60088
457415	60054	60054
458479	60020	60020
459761	60054	60054
460824	60088	60088
462107	60054	60054
463170	60020	60020
464453	60054	60054
465516	60088	60088
466799	60054	60054
467862	60020	60020
469145	60054	60054
470208	60088	60088
471490	60054	60054
472554	60020	60020
473836	60054	60054
474900	60088	60088
476182	60054	60054
477246	60020	60020
